ra  dec  z  Mr mu r50 C ur smass sfr ssfr d4000 w mest tau zm rsf pe ps nuvr flag
167.0176  2.8867   0.136 -20.888  21.791  5.145   2.076   2.474   10.977   0.226 -10.802   1.691 0.029 11.165   9.7359   0.0173  -7.4436   0.080   0.800   2.811     -1
166.9983  2.7207   0.058 -20.963  20.816  3.921   2.403   2.314   11.006   0.810 -10.248   1.482 0.018 11.362   6.8605   0.0278  -5.0005   0.000   0.980   3.000      4
166.8838  2.6783   0.058 -19.927  20.284  1.904   2.488   1.768   10.336   0.393  -9.993   1.237 0.074 10.914   8.4032   0.0280  -1.3679   0.140   0.750   2.818      1
167.0070  2.6508   0.057 -18.565  21.782  2.031   2.654   1.364    9.388  -0.079  -9.522   1.179 0.523  9.769   6.0890   0.0036  -1.1988   0.070   0.810   2.215      1
168.2055  2.5253   0.081 -20.098  20.542  2.224   2.598   2.044   10.502   0.557  -9.997   1.356 0.065 11.051   7.4585   0.0390  -2.5595   0.350   0.300   3.130      3
168.3874  1.6525   0.104 -20.849  21.312  4.293   2.689   2.392   10.898   0.059 -10.895   1.643 0.026 10.934   7.8507   0.0305  -6.7771   0.260   0.690   2.908      5
168.9656  3.3130   0.075 -20.228  19.835  1.723   2.864   2.931   10.834  -1.005 -11.902   1.906 0.051 11.214  10.5804   0.0247  -3.0624   0.560   0.410   6.978      5
168.8124  2.6647   0.078 -20.080  20.208  1.900   2.897   2.317   10.593  -0.133 -10.779   1.540 0.066 10.784   5.7808   0.0337  -2.5469   0.410   0.480   3.088      2
168.7233  2.7019   0.078 -19.721  20.833  2.145   2.889   2.565    9.923   0.187  -9.795   1.154 0.108 10.840   9.4221   0.0149  -2.4785   0.310   0.570   4.533      1
168.7022  2.6249   0.078 -19.293  21.318  2.206   2.012   2.310   10.064  -0.680 -10.805   1.480 0.196 10.514   8.1397   0.0080  -4.5137   0.260   0.520   3.487      2
169.2585  3.4228   0.142 -21.059  21.172  4.141   2.843   2.947   10.970  -0.728 -11.751   1.896 0.024  1.996  99.0000  99.0000  99.0000   0.760   0.090   4.113     -1
169.3094  3.4626   0.144 -20.994  20.565  3.031   2.905   2.355   11.011   0.497 -10.573   1.612 0.027  1.996  99.0000  99.0000  99.0000   0.410   0.520   3.175      2
170.6505  2.9600   0.051 -19.357  21.507  2.607   2.351   2.179   10.166  -0.456 -10.672   1.483 0.154 10.550   9.1594   0.0142  -6.0574   0.270   0.730   3.689      2
170.6921  2.9713   0.050 -18.531  20.927  1.365   2.474   1.134    9.306  -0.023  -9.378   1.148 0.538  9.825   9.9368   0.0026  -1.9817   0.310   0.570   1.884      1
172.6313  1.4599   0.125 -20.304  22.064  4.545   2.060   2.098   10.606   0.334 -10.311   1.402 0.062 10.924  11.1706   0.0207  -4.1644   0.120   0.700   3.191      2
172.4210  1.8924   0.075 -20.399  19.455  1.564   2.630   2.563   10.668  -0.667 -11.380   1.690 0.041 10.817   8.2003   0.0187  -6.0074   0.740   0.200   5.632     -1
172.4221  1.9530   0.075 -19.605  20.578  1.821   2.304   1.617    9.966   0.177  -9.855   1.290 0.132 10.379   3.8281   0.0301  -0.4143   0.150   0.610   2.097      1
172.4225  2.0322   0.075 -19.221  20.927  1.794   3.039   2.647   10.275  -0.673 -11.008   1.637 0.211 10.621  10.5630   0.0288  -3.4937   0.020   0.940   3.356      2
172.3455  2.1485   0.127 -21.109  20.773  3.624   3.196   2.867   11.109  -0.744 -11.884   1.861 0.021 11.204   9.6860   0.0280  -3.8681   0.700   0.200   5.389     -1
172.2897  2.2261   0.127 -20.662  21.071  3.384   3.094   3.067   10.938  -0.912 -11.885   1.832 0.038 11.296  10.6925   0.0234  -3.1252   0.620   0.190   4.457      5
172.1660  3.0357   0.058 -18.865  22.158  2.766   1.909   1.559    9.637  -0.153  -9.849   1.276 0.334 10.114   4.3065   0.0075  -0.6478   0.190   0.610   2.115      2
172.3101  3.1068   0.060 -18.750  20.733  1.358   2.680   2.357    9.986  -0.571 -10.604   1.533 0.368 10.342   9.7775   0.0172  -5.0970   0.410   0.540   4.071      1
172.3925  3.3847   0.109 -21.198  21.200  4.746   2.885   4.172   11.668   0.225 -11.562   1.881 0.017 11.894  11.2962   0.0249  -7.9752   0.840   0.160   6.504     -1
172.4621  3.3162   0.108 -20.347  20.903  2.803   3.356   2.753   11.335  -0.693 -12.089   1.783 0.054 10.942  10.1025   0.0267  -4.4032   0.250   0.020   4.648     -1
172.5057  3.4635   0.109 -20.359  20.457  2.289   2.826   2.685   10.722  -0.876 -11.648   1.793 0.053 11.022  11.1065   0.0244  -4.4042   0.570   0.300   5.878     -1
174.8448  1.5221   0.076 -20.016  19.976  1.664   2.952   2.904   10.692  -0.692 -11.423   1.952 0.068 10.865  11.0316   0.0253  -9.3482   0.520   0.420   5.862      2
173.8621  1.5538   0.094 -20.723  21.111  3.760   1.954   2.071   10.705   0.468 -10.284   1.531 0.029 10.902   4.9378   0.0422  -0.5661   0.050   0.950   2.845      2
173.4129  2.2351   0.100 -20.378  20.408  2.297   2.975   2.600   10.701  -0.633 -11.404   1.738 0.049 10.894   9.5789   0.0245  -4.2006   0.450   0.330   5.204     -1
173.5042  1.3499   0.076 -22.060  20.281  4.914   3.193   2.969   11.555  -0.751 -12.354   2.082 0.004 11.651  11.2461   0.0266  -3.4247   1.000   0.000   5.886      5
173.5298  1.3388   0.077 -20.628  20.257  2.507   2.840   2.936   11.033  -0.363 -11.444   2.045 0.029 11.104  10.9454   0.0312  -2.8890   0.500   0.500   6.155      2
173.5607  1.2951   0.076 -20.223  20.619  2.460   2.941   2.781   10.728  -1.042 -11.825   1.905 0.052 10.885  10.2345   0.0255  -2.0743   0.450   0.520   4.779      5
175.6000  2.4334   0.099 -21.321  19.759  2.635   3.270   2.801   11.169   0.009 -11.205   1.822 0.013 11.372  10.9938   0.0240  -2.7747   0.750   0.250   6.056      2
177.2369  1.7696   0.108 -21.249  20.223  3.105   2.691   2.120   10.920   0.820 -10.150   1.424 0.015 11.058   4.4115   0.0435  -0.4556   0.040   0.930   2.874      3
177.3422  1.8979   0.108 -20.695  21.374  4.086   2.302   2.059   10.738   0.646 -10.136   1.474 0.033 11.017   6.7797   0.0483  -0.8029   0.080   0.880   2.701      4
177.2849  1.7695   0.107 -20.547  21.342  3.765   2.208   2.087   10.635   0.432 -10.250   1.430 0.040 11.011   8.9119   0.0360  -1.4001   0.050   0.950   2.947      2
177.4657  2.2921   0.076 -20.584  20.972  3.419   3.011   2.596   11.075   0.313 -10.818   1.689 0.031 11.127   4.0053   0.0274  -0.7594   0.040   0.960   3.920      3
177.4229  2.3475   0.076 -20.110  19.731  1.552   2.699   2.554   10.582  -0.467 -11.104   1.608 0.061 10.881   8.8854   0.0292  -1.4203   0.800   0.150   3.764      3
177.2812  2.2117   0.075 -19.099  21.155  1.881   2.952   1.560    9.687  -0.144  -9.888   1.280 0.265 10.178   8.4956   0.0028  -1.1586   0.170   0.620   1.945      1
177.4764  2.3110   0.077 -19.093  22.815  4.017   2.180   1.464    9.482  -0.193  -9.728   1.202 0.271  9.602   6.2644   0.0067  -1.9968   0.040   0.960   1.638      1
176.5606  1.3161   0.132 -20.863  21.431  4.340   2.424   2.226   10.959   0.686 -10.326   1.370 0.029 11.162   5.7030   0.0263  -0.6205   0.070   0.890   3.246      2
175.8359  2.0024   0.076 -21.439  20.165  3.498   3.002   2.854   11.301  -0.567 -11.904   1.913 0.010 11.726  10.8371   0.0268  -2.6400   0.790   0.210   5.402      5
175.8255  1.9522   0.075 -20.776  21.334  4.421   2.027   1.933   10.722   0.532 -10.240   1.404 0.025 11.274   8.0182   0.0413  -3.5448   0.000   1.000   3.021      2
175.9038  2.0049   0.076 -20.000  20.101  1.751   2.720   2.580   10.621  -0.501 -11.183   1.686 0.071 10.956   9.7011   0.0209  -2.0181   0.750   0.220   5.242      5
175.7976  1.9694   0.077 -19.324  21.963  3.020   2.023   1.867   10.101  -0.109 -10.259   1.403 0.187 10.528   8.0217   0.0317  -0.8826   0.200   0.720   2.950      2
175.8238  1.8431   0.076 -19.199  21.555  2.366   2.226   1.174    9.611   0.127  -9.547   1.186 0.237  9.926   6.8891   0.0062  -1.8183   0.230   0.480   1.652      1
175.2104  1.6318   0.077 -20.540  20.520  2.716   3.123   2.854   11.046  -0.474 -11.568   1.863 0.033 11.326  10.2374   0.0214  -1.8814   0.110   0.860   4.920      5
175.2908  1.6203   0.077 -20.436  20.247  2.286   3.026   2.829   10.834  -1.083 -11.977   1.912 0.038 11.050  11.0001   0.0295  -4.2485   0.820   0.160   5.696     -1
179.7174  1.7283   0.079 -20.703  19.999  2.298   3.205   2.853   10.979  -0.737 -11.783   1.897 0.027 11.133  10.8666   0.0288  -2.9815   0.000   1.000   5.597     -1
179.7829  1.6435   0.079 -20.038  21.508  3.385   2.771   2.614   10.922   0.590 -10.382   1.478 0.068 11.106   7.2399   0.0195  -1.4250   0.010   0.990   3.691      3
179.8377  1.5185   0.078 -19.544  20.953  2.093   2.597   2.292   10.276  -0.402 -10.727   1.584 0.138 10.538   8.0050   0.0286  -3.6279   0.160   0.770   3.716      2
179.9364  1.8298   0.077 -20.543  19.952  2.093   2.828   2.685   10.992   0.265 -10.773   1.859 0.033 11.080  10.4732   0.0273  -2.6144   0.600   0.400   5.134      2
179.9984  1.8545   0.078 -20.275  20.619  2.514   2.594   2.685   10.696  -0.931 -11.680   1.829 0.050 10.810   9.5328   0.0255  -2.5544   0.060   0.900   3.833      5
179.9909  1.7980   0.079 -19.243  22.416  3.569   2.403   2.019   10.267   0.073 -10.244   1.398 0.211 10.546   3.3030   0.0060  -0.5835   0.010   0.970   2.750      1
179.1734  2.0203   0.067 -18.884  20.846  1.501   2.325   1.757    9.800  -0.139  -9.995   1.305 0.335 10.145   7.5398   0.0093  -2.3233   0.350   0.430   2.526      1
177.8233  3.0002   0.076 -20.010  19.925  1.621   2.849   2.810   10.636  -1.228 -11.923   1.881 0.069 10.925   7.2125   0.0406 -99.0000   0.630   0.370   5.826      5
177.7964  2.9681   0.076 -19.032  21.730  2.373   2.090   1.766    9.742  -0.257 -10.056   1.326 0.284 10.285   7.5764   0.0091  -1.8745   0.190   0.590   2.660      1
178.2075  3.5268   0.129 -21.508  20.543  3.904   2.984   2.878   11.324  -0.265 -11.667   1.846 0.013 11.672  11.1169   0.0230 -99.0000   0.490   0.510   4.601      5
178.2843  3.5797   0.131 -21.086  20.823  3.644   3.220   2.835   11.086  -0.659 -11.797   1.845 0.022 11.268  11.1205   0.0286  -3.1357   0.600   0.260   5.461     -1
179.0430  3.3158   0.069 -18.955  20.801  1.512   2.530   3.131   10.624  -0.833 -11.507   1.727 0.269 10.950   9.9839   0.0228  -2.0474   0.380   0.590   4.669      5
178.9846  3.2818   0.069 -18.858  21.304  1.823   2.512   2.638   10.087  -1.167 -11.305   1.815 0.330 10.420   9.1465   0.0131  -1.2658   0.620   0.250   5.485      2
179.2898  3.0525   0.097 -20.509  20.225  2.255   2.582   2.621   10.731  -0.802 -11.589   1.781 0.040 10.938  10.0271   0.0221  -3.5307   0.290   0.660   6.066     -1
179.2245  3.0833   0.097 -20.173  20.596  2.290   2.850   1.953   10.501   0.320 -10.230   1.311 0.063 10.831   7.5763   0.0312  -0.8383   0.330   0.000   2.746      1
180.3618  1.7404   0.078 -21.357  21.239  5.500   2.637   2.670   11.327   0.373 -10.994   1.783 0.011 11.792   7.2246   0.0484  -3.3550   0.120   0.880   4.292      5
180.4156  1.7984   0.078 -21.022  21.110  4.445   2.401   2.493   11.010   0.043 -11.022   1.722 0.018 11.288  10.2489   0.0233  -2.9241   0.050   0.940   2.886      5
180.3783  1.7057   0.078 -20.563  20.008  2.164   2.390   2.140   10.719   0.404 -10.372   1.486 0.034 11.186   7.6864   0.0230  -5.0316   0.670   0.270   3.417      3
180.4823  1.8386   0.078 -20.093  20.868  2.590   2.602   2.677   10.847   0.482 -10.419   1.602 0.062 11.234   7.9459   0.0445  -3.2174   0.140   0.860   5.254      3
180.2513  2.3740   0.080 -20.913  19.938  2.455   3.334   2.843   10.986  -0.899 -11.960   1.923 0.021 11.138  10.1445   0.0270  -4.2046   0.500   0.500   6.044     -1
180.2743  2.3519   0.079 -20.012  20.048  1.707   2.628   2.675   10.640  -0.696 -11.398   1.711 0.071 10.721   8.9475   0.0412  -5.2758   0.490   0.380   4.412      5
180.3199  2.2697   0.078 -19.834  21.640  3.279   2.084   1.877   10.348   0.268 -10.130   1.407 0.093 10.946  11.4698   0.0080  -5.4323   0.020   0.980   2.501      2
180.2950  2.3335   0.078 -19.642  21.170  2.423   2.191   1.917   10.206   0.005 -10.255   1.413 0.120 10.608   6.1756   0.0271  -0.6066   0.320   0.530   3.155      1
179.4949  1.3689   0.078 -21.099  20.908  4.191   2.043   2.812   11.183  -0.643 -11.874   1.956 0.016 11.420  10.9851   0.0259  -3.9750   0.140   0.830   4.040      5
179.5352  1.3705   0.078 -19.227  20.754  1.651   2.330   1.777   10.073  -0.113 -10.238   1.425 0.215 10.458   6.9070   0.0347  -0.8702   0.470   0.260   2.813      2
181.0979  3.6629   0.132 -20.599  21.213  3.475   2.390   1.444   10.283   0.788  -9.546   1.168 0.039  1.996   6.4283   0.0081  -1.4261   0.060   0.820   2.089      1
180.9514  3.5072   0.114 -20.067  21.101  2.671   2.312   1.681   10.291   0.464  -9.876   1.251 0.080 10.734   4.2000   0.0185  -1.3272   0.270   0.580   2.459      2
180.8600  3.6222   0.114 -20.447  20.409  2.312   3.143   2.341   10.617   0.053 -10.609   1.576 0.048 10.824   8.0510   0.0264  -1.2980   0.740   0.070   3.751     -1
182.9341  1.3046   0.125 -21.385  20.981  4.543   2.866   2.836   11.484   0.315 -11.211   1.643 0.014 11.489   3.6493   0.0299  -1.1080   0.530   0.220   4.961      5
183.0404  1.3993   0.126 -20.777  20.947  3.378   2.470   1.901   10.733   0.672 -10.107   1.382 0.031 10.988   5.9255   0.0347  -0.8151   0.060   0.880   3.160      1
182.9577  1.2828   0.126 -20.381  20.598  2.394   2.255   1.154   10.191   0.638  -9.609   1.132 0.051 10.340   0.9894   0.0350   0.0000   0.230   0.400   1.892      1
182.8795  1.7305   0.127 -20.887  20.819  3.342   2.248   2.204   10.860   0.593 -10.315   1.481 0.027 10.891   6.3246   0.0366  -1.0176   0.110   0.730   2.616      2
182.0909  2.0243   0.078 -20.407  19.464  1.570   2.815   2.580   10.706  -0.789 -11.552   1.860 0.041 10.745   5.7247   0.0314  -1.6634   0.880   0.090   5.711     -1
182.1741  2.0891   0.078 -19.667  20.446  1.753   3.055   2.834   10.678  -0.929 -11.662   2.083 0.113 10.895   7.2125   0.0500 -99.0000   0.450   0.480   5.537     -1
181.4956  1.4858   0.079 -19.204  21.310  2.106   2.225   2.286   10.090  -0.653 -10.796   1.642 0.222 10.384  10.1818   0.0181  -2.4929   0.220   0.670   3.375      2
182.1683  2.5927   0.078 -20.532  20.139  2.265   3.172   2.752   10.833  -0.732 -11.608   1.934 0.035 11.022   9.9148   0.0292  -7.5534   0.490   0.440   5.314      4
182.1401  2.6869   0.079 -20.274  21.206  3.283   2.210   2.613   10.722   0.022 -10.752   1.561 0.049 11.232  11.0892   0.0199  -4.9518   0.120   0.880   3.635      5
182.7723  3.7765   0.076 -19.416  21.588  2.653   2.264   1.645    9.910   0.083  -9.879   1.274 0.166 10.059   1.3543   0.0270   0.0000   0.320   0.430   2.787      2
182.8669  3.8163   0.075 -19.262  21.835  2.772   2.171   1.505    9.732   0.077  -9.714   1.263 0.209  9.953   1.0025   0.0307   0.0000   0.150   0.630   2.527      1
183.0709  2.5868   0.082 -20.823  21.569  4.972   2.297   2.423   10.885   0.083 -10.853   1.853 0.025 10.946  10.2587   0.0218  -2.2950   0.020   0.980   2.566      5
183.0179  2.5511   0.082 -20.726  20.342  2.701   3.306   2.527   10.843  -0.321 -11.210   1.876 0.027 10.848   4.9169   0.0275  -1.1085   0.790   0.170   5.989     -1
183.1146  2.5895   0.084 -20.490  20.116  2.177   2.994   2.635   10.840  -0.688 -11.573   1.849 0.038 11.036  10.6053   0.0219  -8.5620   0.420   0.580   3.644      5
183.0762  2.5702   0.083 -19.606  20.690  1.889   2.348   1.761   10.129   0.271  -9.913   1.357 0.132 10.536   9.7910   0.0177  -1.7359   0.100   0.900   2.765      3
183.0313  2.9240   0.075 -21.286  19.664  2.590   3.165   2.733   11.095  -0.734 -11.898   1.894 0.012 11.281  10.7771   0.0188  -2.5934   0.910   0.000   6.142     -1
183.1761  2.9399   0.075 -21.170  20.201  3.149   3.317   2.810   11.089  -0.230 -11.363   1.960 0.014 11.293  10.9295   0.0287  -3.1503   0.050   0.950   5.807      2
183.2622  2.9599   0.075 -20.172  21.099  3.005   2.241   2.318   10.561  -0.157 -10.762   1.727 0.056 10.901   9.9775   0.0216  -7.3850   0.330   0.670   3.396      2
183.4639  2.8016   0.075 -20.508  20.788  3.040   2.322   2.604   10.802  -0.399 -11.255   1.617 0.036 11.267  10.2854   0.0260  -2.2060   0.210   0.770   3.797      5
183.4784  2.6885   0.074 -20.453  21.248  3.668   1.879   1.537   10.258   0.597  -9.718   1.317 0.041 10.875   8.4042   0.0207  -3.5435   0.520   0.390   2.015      1
183.4786  2.7981   0.074 -20.406  19.592  1.675   2.859   1.710   10.663   0.975  -9.750   1.237 0.042 10.988   7.8987   0.0219  -1.3961   0.630   0.280   2.477      3
183.4717  2.6961   0.075 -20.334  19.925  1.887   3.169   1.408   10.718   1.246  -9.542   1.182 0.046  1.996   9.3425   0.0360  -1.6312   0.520   0.390   2.688      3
184.6145  2.4447   0.075 -21.221  20.639  3.938   2.633   2.690   11.056  -0.398 -11.519   1.789 0.013 11.628  10.4979   0.0274  -2.8116   0.250   0.750   4.031      5
184.6051  2.3300   0.075 -19.337  21.116  2.063   2.966   2.766   10.634  -0.419 -11.113   1.755 0.174 10.664   3.5693   0.0287  -0.4824   0.040   0.920   4.867      5
184.6373  2.4414   0.075 -19.230  21.978  2.918   2.399   2.380   10.456  -0.678 -11.197   1.641 0.198 10.704   9.3855   0.0205  -1.5759   0.120   0.330   4.990      5
183.8693  3.1840   0.077 -21.232  19.872  2.772   3.181   2.807   11.154  -0.752 -11.952   2.051 0.013 11.444  11.1933   0.0252  -9.4074   0.950   0.050   5.537     -1
183.9883  3.1894   0.077 -20.968  19.890  2.475   3.440   2.731   11.006  -0.665 -11.735   1.980 0.019 11.259  11.1252   0.0298  -9.9465   0.960   0.000   5.863     -1
183.9207  3.4027   0.077 -20.608  20.996  3.492   3.182   2.788   10.873  -0.967 -11.908   1.943 0.031 11.156  11.0183   0.0266  -3.4741   0.930   0.070   5.176     -1
183.8978  3.3384   0.077 -20.114  20.653  2.376   2.121   1.913   10.369   0.272 -10.147   1.355 0.063 10.572   2.9873   0.0311  -0.2507   0.230   0.730   2.627      1
183.9851  3.2597   0.077 -19.718  20.515  1.857   2.908   2.792   10.429  -1.326 -11.823   1.919 0.106 10.723  11.1389   0.0240  -3.0979   0.630   0.240   6.279     -1
184.3857  3.6457   0.083 -20.692  20.467  2.813   2.838   2.768   10.946  -0.759 -11.758   2.058 0.028 11.129  11.0266   0.0258  -7.9613   0.310   0.600   5.504     -1
183.7169  2.9696   0.082 -19.556  21.121  2.257   2.682   1.920   10.276   0.141 -10.191   1.440 0.139 10.817   9.5005   0.0308  -1.5102   0.090   0.830   2.860      1
183.7338  2.8902   0.082 -19.234  21.801  2.663   2.043   1.687    9.920  -0.012  -9.995   1.240 0.222 10.419   7.1450   0.0217  -4.6662   0.080   0.870   2.526      1
186.0075  2.1856   0.076 -20.851  21.324  4.546   3.033   2.821   11.025  -0.696 -11.779   1.838 0.022 11.296  11.0648   0.0293  -8.2730   0.880   0.080   5.671      3
186.0099  2.1276   0.076 -19.263  20.904  1.803   2.290   1.597   10.044   0.160  -9.927   1.224 0.204 10.546   8.6084   0.0376  -5.0985   0.370   0.290   2.693      1
185.9493  2.8075   0.078 -21.665  19.892  3.408   3.343   2.872   11.338  -0.700 -12.068   1.995 0.007 11.567  11.1047   0.0313  -3.6778   0.900   0.100   6.003     -1
185.9741  2.8048   0.079 -20.433  20.945  3.133   2.507   2.733   10.861  -0.980 -11.907   1.958 0.040 11.103  10.2904   0.0218  -8.1077   0.660   0.340   5.278      5
186.0332  2.8642   0.080 -20.239  20.110  1.948   3.119   2.714   10.692  -0.904 -11.671   1.829 0.052 11.013  10.3316   0.0204  -8.3195   0.780   0.110   3.511      5
185.9165  2.7877   0.078 -20.161  20.012  1.803   2.739   2.934   10.845  -0.259 -11.174   1.989 0.057 11.189  11.2957   0.0303  -3.6265   0.640   0.320   5.240      2
185.9593  2.7881   0.079 -19.759  20.974  2.329   2.793   2.088   10.546   0.273 -10.334   1.458 0.102 10.732   4.1824   0.0343  -0.7710   0.900   0.100   3.570      2
